400,jik,d1_misses,72537180,72001595,535585
400,jik,lld_misses,436900,41340,395560
400,jki,d_refs,251214984,170201007,81013977
400,jki,d1_misses,128537179,128161594,375585
400,jki,lld_misses,436900,61340,375560
400,kij,d_refs,251215012,170201033,81013979
400,kij,d1_misses,8557180,8181595,375585
400,kij,lld_misses,436900,61340,375560
400,ikj,d_refs,251215020,170201040,81013980
400,ikj,d1_misses,8417180,8041595,375585
400,ikj,lld_misses,436900,61340,375560
400,kij,d_refs,251215012,170201033,81013979
400,kij,d1_misses,8557180,8181595,375585
400,kij,lld_misses,436900,61340,375560
450,ijk,d_refs,241507504,224291026,17216478
450,ijk,d1_misses,51736908,51220722,516186
450,ijk,lld_misses,452839,51966,400873
450,jik,d_refs,241507500,224291021,17216479
450,jik,d1_misses,46770222,46192137,578085
450,jik,lld_misses,453513,52303,401210
450,jki,d_refs,332632484,224493507,108138977
450,jki,d1_misses,182829679,182454094,375585
450,jki,lld_misses,453513,77953,375560
450,kij,d_refs,332632512,224493533,108138979
450,kij,d1_misses,11995843,11620258,375585
450,kij,lld_misses,453176,77616,375560
450,ikj,d_refs,332632520,224493540,108138980
450,ikj,d1_misses,11818656,11443071,375585
450,ikj,lld_misses,452839,77279,375560
450,kij,d_refs,332632512,224493533,108138979
450,kij,d1_misses,11995843,11620258,375585
450,kij,lld_misses,453176,77616,375560
500,ijk,d_refs,309305004,292041026,17263978
500,ijk,d1_misses,112010908,111385974,624934
500,ijk,lld_misses,871285,464475,406810
500,jik,d_refs,309305000,292041021,17263979
500,jik,d1_misses,119544209,118918624,625585
500,jik,lld_misses,3909210,3343080,566130
500,jki,d_refs,434304984,292291007,142013977
500,jki,d1_misses,250627179,250251594,375585
500,jki,lld_misses,3875032,3499472,375560
500,kij,d_refs,434305012,292291033,142013979
500,kij,d1_misses,16283430,15907845,375585
500,kij,lld_misses,1801978,1426418,375560
500,ikj,d_refs,434305020,292291040,142013980
500,ikj,d1_misses,16064680,15689095,375585
500,ikj,lld_misses,739203,363643,375560
500,kij,d_refs,434305012,292291033,142013979
500,kij,d1_misses,16283430,15907845,375585
500,kij,lld_misses,1801978,1426418,375560
550,ijk,d_refs,392107504,374791026,17316478
550,ijk,d1_misses,187524240,186846155,678085
550,ijk,lld_misses,21250088,20836715,413373
550,jik,d_refs,392107500,374791021,17316479
550,jik,d1_misses,187841086,187163001,678085
550,jik,lld_misses,21514775,20836715,678060
550,jki,d_refs,558482484,375093507,183388977
550,jki,d1_misses,333429679,333054094,375585
550,jki,lld_misses,21515187,21139627,375560
550,kij,d_refs,558482512,375093533,183388979
550,kij,d1_misses,21514643,21139058,375585
550,kij,lld_misses,21514363,21138803,375560
550,ikj,d_refs,558482520,375093540,183388980
550,ikj,d1_misses,21249956,20874371,375585
550,ikj,lld_misses,21249676,20874116,375560
550,kij,d_refs,558482512,375093533,183388979
550,kij,d1_misses,21514643,21139058,375585
550,kij,lld_misses,21514363,21138803,375560
600,ijk,d_refs,491415004,474041026,17373978
600,ijk,d1_misses,243737180,243001595,735585
600,ijk,lld_misses,27466900,27046340,420560
600,jik,d_refs,491415000,474041021,17373979
600,jik,d1_misses,243737180,243001595,735585
600,jik,lld_misses,27781900,27046340,735560
600,jki,d_refs,707414984,474401007,233013977
600,jki,d1_misses,432737179,432361594,375585
600,jki,lld_misses,27781900,27406340,375560
600,kij,d_refs,707415012,474401033,233013979
600,kij,d1_misses,27782180,27406595,375585
600,kij,lld_misses,27781900,27406340,375560
600,ikj,d_refs,707415020,474401040,233013980
600,ikj,d1_misses,27467180,27091595,375585
600,ikj,lld_misses,27466900,27091340,375560
600,kij,d_refs,707415012,474401033,233013979
600,kij,d1_misses,27782180,27406595,375585
600,kij,lld_misses,27781900,27406340,375560
